transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000452682.1	NCOA4	10	10	51568356	51586675	1953	5.90492533027e-06	1.5708919174e-05	1.49104465111e-06	86	186	7	66.4568041422	172.585277967	19.4406315961	-1.48619373174179	-0.499454028640141	2.79496865441158	0.00856580592851277
ENST00000280772.2	ANK3	10	43	61802448	62149296	13134	5.13962924649e-05	0.000118459645657	7.71155102848e-06	626	1215	5	596.099329999	1350.66599074	103.980116858	-0.759226735443726	1.80556679287507	9.61529272719754	0.999999999999921
ENST00000394829.2	PPP3CB	10	14	75197999	75255647	1578	6.26299525302e-06	1.47901006075e-05	1.6263021782e-06	56	57	0	68.1718885282	157.630510609	22.9932848667	0.913912894992682	3.92036001699827	4.74996223627856	0.9997036494233
ENST00000287239.4	KAT6B	10	16	76602615	76790804	6222	2.48221139479e-05	5.85066644936e-05	4.1724363608e-06	265	572	2	287.695387563	668.834931052	53.8714748517	0.829508532083778	1.83142406484575	7.00065822006713	0.999999922573337
ENST00000325103.6	HPS1	10	18	100177320	100202997	2103	1.15814611478e-05	2.4197806213e-05	1.84978465239e-06	122	253	14	122.647901713	247.307335051	24.7822211874	0.036268317376183	-0.177058282225919	2.14549657332183	5.9907099496673e-07
ENST00000304129.4	AFAP1L2	10	19	116055800	116164214	2457	1.30897325282e-05	2.67040181304e-05	1.95053770795e-06	140	291	6	144.124488523	286.713006374	27.1590100635	0.212986423093167	-0.123835810931005	4.02187074599463	0.446972663901368
ENST00000368865.4	BUB3	10	7	124914433	124923351	987	4.87737911264e-06	1.08990643884e-05	1.08169887217e-06	58	65	3	58.0477888461	126.198404606	15.0909195307	0.0038886031988832	2.66458514987287	3.08312533239711	0.554686126711163
ENST00000380034.3	TRIM5	11	7	5686038	5701407	1482	5.23407812009e-06	1.37182907858e-05	1.15288035098e-06	70	187	13	62.236866	158.3647774	15.99604848	-0.610045819739675	-1.11297992946781	0.742048268680075	4.36970250918444e-08
ENST00000256190.8	SBF2	11	40	9801964	10315616	5550	1.86030639018e-05	4.83231465355e-05	4.92667700376e-06	260	537	16	219.300715202	545.925313175	70.5132298637	-1.70379127944535	0.186841213169031	6.43067085500667	0.380054089955573
ENST00000251968.3	TSG101	11	10	18502092	18548363	1173	4.6920840011e-06	1.13374550464e-05	1.14814201839e-06	52	89	1	54.8389337983	126.975942647	16.486173343	0.237661958362938	1.64840509939408	3.77810370468353	0.982720286760501
ENST00000545968.1	MYBPC3	11	34	47353421	47374198	3825	2.40251999355e-05	5.21688486308e-05	3.34439808955e-06	264	445	17	223.40398234	475.790294303	40.0947704344	-1.68378731628978	0.690434681255666	3.61292900935812	1.35053975034244e-06
ENST00000227524.4	PRPF19	11	16	60658637	60673854	1515	7.71824622994e-06	1.6600596076e-05	1.2508851861e-06	77	65	0	84.9006937904	175.410924374	18.7758609721	0.531568069401922	4.07755767161576	4.29229549043784	0.998566695864226
ENST00000326294.3	PTPRCAP	11	2	67203203	67205090	621	4.4429576342e-06	8.6367101236e-06	4.14407552496e-07	39	71	0	41.3562564812	79.7561194878	4.60031156406	0.227144423712046	0.479563538015417	2.12463013208226	0.770195971803083
ENST00000227471.2	UNC93B1	11	12	67759016	67771513	1791	1.52907055404e-05	2.78956032631e-05	1.25749845702e-06	55	104	2	73.4705332515	136.594686112	10.260286339	1.33589471918436	1.36410097507379	2.55449498465051	0.513837375928464
ENST00000323929.3	MRE11A	11	19	94153290	94225967	2127	6.49619492628e-06	1.90065941944e-05	2.1331784132e-06	95	244	11	80.5198299152	220.100745211	31.7024396387	-1.00039543778915	-0.787935945562653	3.64220904126163	0.00115883260457516
ENST00000344327.3	TRPC6	11	13	101323685	101454234	2796	1.07032277364e-05	2.65952998955e-05	1.97136037269e-06	126	234	9	115.963411289	287.79933547	26.5586937485	-0.577797419719326	1.55113039644427	3.37503665553934	0.00456410505335574
ENST00000003302.4	USP28	11	25	113669961	113746223	3234	1.16048453345e-05	2.89464312636e-05	3.59792851271e-06	142	313	13	126.77448199	319.163380634	49.4475508057	-0.838310718557098	0.168744747248715	5.13435177982923	0.031657505195455
ENST00000278742.5	ST14	11	19	130029874	130079718	2568	1.94269207263e-05	3.74176821391e-05	2.05727011749e-06	166	300	5	197.296664161	373.338411828	28.0134351193	1.38130026041475	1.85650705815098	4.3071293216964	0.85267655285458
ENST00000256958.2	SLCO1B1	12	14	21294508	21392123	2076	6.51029095622e-06	1.65249116422e-05	1.65472424706e-06	81	272	24	77.8771824889	189.517237395	24.2437111916	-0.219377124684491	-2.93059306101625	0.0490304234937655	3.45238778980654e-16
ENST00000451604.2	SOX5	12	15	23687152	24102535	2292	8.51561372981e-06	2.16330775763e-05	2.08589820041e-06	120	160	2	102.770124	251.3937146	29.92010532	-1.05365589865429	2.81939259174537	5.05621050983418	0.999398884487612
ENST00000301180.5	DIP2B	12	38	50898923	51138622	4731	2.05330548471e-05	4.80066737194e-05	4.83106799455e-06	228	403	10	227.546331208	527.231995223	66.7858752104	-0.0186458998024671	2.64636068771892	6.88315763428943	0.999668381879693
ENST00000338193.6	PRIM1	12	13	57125498	57146082	1263	4.11581656618e-06	1.18245921158e-05	1.1457205266e-06	36	83	5	37.8888531115	104.66797571	13.7569774214	0.190235348737663	1.03592503235018	2.33874249960757	0.0268979390191366
ENST00000455537.2	KIF5A	12	28	57944054	57976962	3099	1.44992430971e-05	3.5274100106e-05	3.37981243397e-06	159	196	4	167.258038936	391.299172555	47.8000075042	0.395850224168917	4.82905814278798	6.2755229162229	0.999979703146806
ENST00000258145.3	GNS	12	14	65110520	65153056	1659	7.20462861982e-06	1.66588550841e-05	1.42550085957e-06	78	131	6	75.0123474135	169.581660796	21.3029726684	-0.213851707945029	1.44913329357579	3.28431978441201	0.0829052963160252
ENST00000261205.4	SYT1	12	8	79611299	79842904	1269	5.42764195223e-06	1.1522281384e-05	9.89948764641e-07	59	65	2	64.5832958232	133.332886663	14.4711998986	0.430705411184785	2.89452716473109	3.24747369753178	0.837180354589946
ENST00000397659.4	TCTN1	12	14	111051987	111085697	1779	9.01264811007e-06	1.71273174019e-05	1.44937243838e-06	83	173	16	94.684795582	178.599979803	20.5612411798	0.744441517414899	0.204957469730708	0.996432709460637	1.86861398243824e-09
ENST00000338101.4	NOS1	12	29	117653113	117768874	4407	2.38916454073e-05	5.14094572577e-05	3.84814716777e-06	288	390	8	275.062379401	577.805560457	54.3010798826	-0.483601420296362	3.82150215242938	6.22409997347888	0.998694760625134
ENST00000261819.3	ANAPC5	12	17	121746282	121790143	2268	1.1491772783e-05	2.34303757426e-05	1.82101167916e-06	116	169	12	135.213891271	268.258270776	27.2307093488	1.02436404826789	2.96419453859561	2.8912147905367	4.18001522765e-05
ENST00000289004.4	HPD	12	14	122277633	122296729	1182	6.98099333768e-06	1.39352320732e-05	1.20461000618e-06	84	129	7	83.6362601577	161.665561449	19.1772096925	-0.0246571700161444	1.25660359082827	2.75451264763037	0.00776520567552076
ENST00000319980.6	IFT88	13	26	21142115	21265314	2502	7.56512096396e-06	2.03976553232e-05	2.66856849588e-06	90	273	19	90.2321870855	225.698511039	37.6162344412	0.0151534750360284	-1.54002236812526	3.00672619837808	1.97189619737225e-08
ENST00000382353.5	FGF9	13	3	22246051	22275574	627	3.40868394651e-06	6.6281212753e-06	5.5115761826e-07	36	43	0	39.878387	76.3552927	7.50201853	0.380743183756299	1.86707423000159	2.71318103523983	0.910715910113492
ENST00000381588.4	RNF6	13	3	26787960	26793786	2058	6.49982393586e-06	2.03270770792e-05	2.35187308044e-06	79	199	7	74.901651	231.5672963	27.90450039	-0.293570749919269	1.04679003702309	3.92005685720876	0.170343293261201
ENST00000282397.4	FLT1	13	30	28877303	29068980	4017	1.66432223677e-05	3.8239208839e-05	3.33793992787e-06	192	380	7	194.249584841	433.388911888	48.5007899958	0.100063263670434	1.25437829474283	5.90298436927191	0.997806027350573
ENST00000320027.5	HSPH1	13	18	31711454	31735719	2577	8.72710192217e-06	2.20619387252e-05	2.35888729984e-06	125	199	5	106.056199846	256.634729492	34.1690135104	-1.14037721544729	1.75971698472031	4.94305234239651	0.983009121355496
ENST00000380099.3	KL	13	5	33590578	33638323	3039	1.9241572363e-05	3.81267433315e-05	1.79580662911e-06	133	310	11	188.430009687	379.75005239	20.8542038527	2.50333699999433	1.75070261763413	2.13754080216451	1.95267033273788e-05
ENST00000181383.4	CPB2	13	11	46627748	46679144	1272	5.09506448727e-06	1.14403642014e-05	1.37786381396e-06	63	106	12	62.338204	134.2317698	20.22154343	-0.0519635823530875	1.19186564877619	1.81107287060428	2.80849135453329e-06
ENST00000400286.2	SLITRK6	13	1	86368117	86370643	2526	8.34446986291e-06	2.06007426911e-05	1.278896549e-06	126	284	10	94.96368	233.8297736	14.90926592	-1.97442576304141	-1.60476846288419	1.25944174646939	8.60812958532084e-06
ENST00000375887.4	TNFSF13B	13	6	108922243	108959286	858	3.48957010309e-06	7.80699513809e-06	6.7797813458e-07	35	47	0	40.5223529268	87.4114384614	9.43518146633	0.537806548765204	2.11415403948037	3.04273976903174	0.954794121426939
ENST00000361283.1	CHAMP1	13	1	115089317	115091756	2439	7.67512364255e-06	2.11541256773e-05	1.0660521413e-06	121	261	0	87.37985	240.0997977	12.49768771	-2.22968453534961	-0.659737249354807	3.50190666540384	0.985193951059278
ENST00000556994.1	SRP54	14	15	35465915	35498358	1515	4.72711463937e-06	1.239700106e-05	1.33791976686e-06	53	61	1	58.7809409172	143.943200172	20.9420434216	0.467444084767487	3.38143971254142	4.31667919267371	0.996689717284175
ENST00000267430.5	FANCM	14	23	45605234	45669211	6147	2.14353805944e-05	5.39642326579e-05	4.61722810342e-06	244	674	29	247.619967708	608.402562811	60.1609710065	0.142614986359261	-1.30079105561502	3.97963468247808	6.24486171840289e-12
ENST00000216367.5	POLE2	14	19	50110369	50154921	1584	5.63500614426e-06	1.47514604275e-05	1.78872174986e-06	61	150	11	64.4414695077	156.223505261	26.2960153644	0.265772936374783	0.243544279603432	2.95476558665395	0.000153355971239164
ENST00000382041.3	NIN	14	28	51192589	51288774	6273	2.33828674282e-05	5.61109117374e-05	5.42037020997e-06	256	670	23	271.597110906	636.397331459	71.6027568825	0.586719805278161	-0.651518025216491	5.68965222628557	8.93549269098595e-06
ENST00000332981.5	PRKCH	14	14	61788819	62016549	2052	1.11212963929e-05	2.35637262592e-05	2.39403901699e-06	101	187	4	128.123627441	266.398163793	32.753447641	1.48553274009561	2.3793671124423	4.97681095086854	0.99439017871354
ENST00000238628.6	IFT43	14	8	76452129	76549920	642	3.60796015907e-06	7.35936758392e-06	8.96969466437e-07	41	90	11	42.9432956054	84.7268902757	13.2390051658	0.183840674834538	-0.280202913186523	0.60956090253561	4.37841580307519e-07
ENST00000342058.4	FBLN5	14	11	92336567	92413573	1347	6.86849637258e-06	1.58760264501e-05	1.46022808992e-06	69	132	1	80.7150446865	180.494629658	20.2972254946	0.808380711431587	1.76554042980399	4.24293312936272	0.995790692927138
ENST00000267622.4	TRIP11	14	21	92436016	92506029	5940	1.8321430199e-05	4.58751976028e-05	4.99902115854e-06	258	557	26	210.139323069	515.140922522	62.7834633785	-2.04679742665504	-0.902076425209651	4.59853692594361	2.34458214955102e-09
ENST00000216639.3	VRK1	14	12	97299808	97347545	1191	3.61115893773e-06	1.08075104939e-05	1.30651883937e-06	44	111	6	45.2540613068	125.96213062	19.4292858495	0.115568370082515	0.652062176751645	3.01796497042888	0.0428984052164855
ENST00000314520.3	MKRN3	15	1	23810929	23812453	1524	7.14904161299e-06	1.66988139838e-05	7.68893566689e-07	91	217	4	81.41923	189.6200936	9.13082112	-0.658243164532093	-0.972536974847808	1.68198320443595	0.0235775059313367
ENST00000346128.6	TJP1	15	28	29993798	30114231	5247	2.02864069539e-05	5.10707064113e-05	4.9407990313e-06	244	547	4	236.986537962	582.169209323	66.6335190914	-0.282437554964538	0.712942215946815	7.60063954368234	0.999999982283293
ENST00000261866.7	SPG11	15	40	44855318	44955845	7332	2.47706868419e-05	6.08347008795e-05	5.41749833476e-06	342	832	47	281.859437997	674.871805004	75.9341733732	-2.22075698410035	-2.95842099074252	3.28913836370063	2.91203449273578e-22
ENST00000260408.3	ADAM10	15	16	58889745	59041733	2247	7.12199704261e-06	2.00659834653e-05	2.08532414861e-06	86	129	1	83.2677378049	225.494489668	29.1274324219	-0.185623554941887	3.14304825016863	5.16260201558427	0.999844506827148
ENST00000261523.5	RORA	15	12	60789653	60919573	1671	6.90452635477e-06	1.62279252288e-05	1.94850722194e-06	77	111	4	82.7651623112	187.895504931	26.9680410496	0.392859325966376	2.74384245641469	4.38115878772043	0.953196549708048
ENST00000261881.4	TIPIN	15	7	66629295	66645285	906	2.87206552571e-06	6.91097420557e-06	7.89352366307e-07	41	86	5	34.7497489734	78.9766332826	11.1195666933	-0.65731123989578	-0.38655626848004	1.81788518311053	0.00983208458317475
ENST00000288840.5	SMAD6	15	4	66995596	67073873	1491	1.76153985055e-05	3.11760802093e-05	1.08133455164e-06	75	140	8	108.701147739	191.308992856	8.15871680952	2.00390275674242	1.81443846859129	0.0550429480046183	6.96558203122398e-06
ENST00000261880.5	AAGAB	15	10	67495158	67546969	948	3.35270708281e-06	7.88148096748e-06	1.04196494277e-06	48	124	6	39.0161974611	87.2657502588	14.9120560736	-0.891634966921412	-1.92338278121912	2.28611901371523	0.00810207313151983
ENST00000268058.3	PML	15	9	74287153	74337349	2649	1.76951657005e-05	3.764107887e-05	1.78049796353e-06	150	297	3	189.145553613	398.535204675	21.7416110813	1.76455133279031	2.48770988262795	3.98153649783366	0.937511028933986
ENST00000258930.3	CIB2	15	6	78397652	78423557	564	3.34536432611e-06	6.47878060753e-06	5.48968423567e-07	37	70	6	39.3281142639	73.7251673569	8.31099481016	0.230144970062135	0.212204529649361	0.794076143334908	0.000468492983005407
ENST00000314742.8	LINS	15	6	101109442	101121047	2274	7.46733245877e-06	1.85849685349e-05	1.0406081914e-06	96	275	9	85.5431603499	209.385503589	13.9181830504	-0.700902101423381	-2.2179053611382	1.30587943924753	3.2552399684157e-05
ENST00000326577.4	TNFRSF12A	16	4	3070398	3071827	390	3.20657178053e-06	6.30681518085e-06	4.73503742068e-07	24	47	3	31.3965508667	60.8737786776	6.13589419826	0.818347432191897	0.869753440146943	1.25404220538014	0.036421306731277
ENST00000324288.8	CIITA	16	19	10971187	11017160	3393	2.02690179433e-05	4.13230981955e-05	2.6620720033e-06	265	463	14	233.347677092	467.914512784	36.7991449363	-1.28455578596188	0.111125196987745	3.72296930369899	5.54341952880924e-05
ENST00000396355.1	NDE1	16	8	15758635	15818108	1008	5.65541110409e-06	1.25299525333e-05	1.06622484708e-06	78	165	5	66.2452312387	143.102431966	15.2931689656	-0.895336549115235	-0.89534321210878	2.60729432403301	0.0471095482859516
ENST00000297679.5	HSD3B7	16	6	30996979	30999504	1110	7.2053668794e-06	1.50686544526e-05	7.78911821125e-07	67	146	9	80.2824936823	164.891053313	10.5639536133	0.919006424733419	0.719573378845916	0.476650840034976	4.6418471440819e-06
ENST00000379661.3	KATNB1	16	19	57771155	57790858	1968	1.35195341387e-05	2.77339093457e-05	1.99308991098e-06	135	238	6	146.58198807	290.945025331	27.6933442128	0.593051909469675	1.51822438439616	4.08346234475538	0.496734037043629
ENST00000262506.3	CSNK2A2	16	11	58197974	58231640	1053	4.45744257508e-06	1.11291849552e-05	1.45163892374e-06	26	42	0	48.9822046526	120.309114263	20.1876816656	2.03573799270318	3.4920418630578	4.4507469088144	0.999154189421807
ENST00000258168.2	BCMO1	16	11	81272513	81324182	1644	8.62394666246e-06	1.70017720729e-05	1.16324559716e-06	114	230	12	101.728551577	196.156144287	17.6527957415	-0.75426157539895	-1.18194144112465	1.33274252520819	8.7309891857971e-07
ENST00000262430.4	MLYCD	16	5	83932749	83949094	1482	1.23982691933e-05	2.33761934928e-05	9.3542555178e-07	110	215	7	104.105979327	197.241458367	10.9047624325	-0.358114336901576	-0.618477035634623	1.17132174393702	0.000280848275880868
ENST00000268638.5	IRF8	16	8	85936621	85954888	1281	8.13805765038e-06	1.75728681751e-05	1.20226714822e-06	98	136	2	94.9411371757	201.104158557	16.8688430079	-0.194617473339182	2.24550941709313	3.58611553814003	0.926540237878288
ENST00000268704.2	SPG7	16	17	89574825	89623501	2388	1.63564423312e-05	3.31726030701e-05	2.19886877223e-06	181	320	28	169.201658541	336.071247908	28.8024991446	-0.562298003065047	0.428794398333233	0.148121868837279	1.38467339967464e-18
ENST00000397901.3	CHMP1A	16	7	89712473	89723996	591	4.13327786787e-06	7.69013545484e-06	4.93082756098e-07	57	61	2	41.5442544932	75.549214963	7.28623896963	-1.48656567699649	0.81873039586626	1.93992427244814	0.252036809419505
ENST00000429205.2	SENP3	17	11	7466393	7474801	1725	6.90818120089e-06	1.99158169343e-05	1.9149596766e-06	71	118	1	65.8865804524	180.202345498	20.4310855929	-0.39053722392947	2.26643201161925	4.25834681297286	0.995995419772783
ENST00000250124.6	MPDU1	17	7	7487180	7490869	744	4.25982375329e-06	7.4424784058e-06	6.21540444982e-07	44	69	3	49.8539131436	85.2202801863	9.79760665717	0.513979604006324	0.859415818106345	2.15122436330853	0.144211427826061
ENST00000338034.4	ELAC2	17	24	12896134	12921264	2481	1.31926349056e-05	2.91254088154e-05	2.37244868191e-06	157	295	22	141.616687128	303.33772714	34.5232669753	-0.801385932822812	0.234152883346767	2.11130708864354	4.06301820140536e-11
ENST00000225402.5	AATF	17	12	35306425	35413964	1683	7.34762192001e-06	1.58331207325e-05	1.60684827275e-06	82	186	14	82.3169498417	174.419396499	21.6496706749	0.0216568644714627	-0.428894145557225	1.62857127665126	1.62332337375335e-07
ENST00000359106.5	CACNA1G	17	38	48638820	48704112	7134	4.29702069533e-05	9.30280953505e-05	4.88288071898e-06	422	598	6	421.982347919	903.615325491	61.3317563945	-0.000534165222055543	4.97278693472493	6.99876573272162	0.999996517362333
ENST00000319642.1	USH1G	17	3	72914167	72919168	1386	1.09174581378e-05	2.27992062964e-05	8.77760321841e-07	61	168	6	118.817819147	246.141514375	9.97688136896	3.28829140246037	2.43615978739175	1.2471964767316	0.00108621943329599
ENST00000317905.5	RECQL5	17	19	73623501	73662637	2976	1.4460964351e-05	3.36086243383e-05	2.25919679627e-06	162	391	16	162.624048688	368.707430359	31.6812718001	0.0303348419826526	-0.567853456129859	2.75974946568021	3.00939600505428e-07
ENST00000269349.3	EIF4A3	17	12	78109288	78120760	1236	6.83803738225e-06	1.52376567412e-05	1.34451959772e-06	77	53	0	81.1451103225	174.689793242	19.711975535	0.285268816261344	4.50336199598806	4.39799587614175	0.998989654876332
ENST00000331056.5	PDE6G	17	3	79618103	79620335	264	1.30812092161e-06	2.66296788998e-06	2.68566982356e-07	15	33	3	15.6747370641	30.7960140142	4.17015795086	0.105653952813596	-0.19425796801364	0.567620325843204	0.014216424092894
ENST00000505490.2	ALYREF	17	6	79846006	79849456	795	7.43956048179e-06	1.44582562091e-05	7.76571843987e-07	52	27	0	42.1320923708	81.8723683293	5.60285486239	-0.942471295295484	2.96620716103012	2.34473833798306	0.831865499534863
ENST00000306897.4	RAC3	17	6	79989637	79991705	579	4.58754034811e-06	8.77812218093e-06	4.19813105287e-07	68	50	3	46.1644732515	87.757427977	6.07288767509	-1.99232074931583	1.97141013406464	1.23520400229642	0.0354422485411882
ENST00000261601.7	USP14	18	16	158698	211284	1485	5.21225775293e-06	1.29507277253e-05	1.75241378211e-06	57	93	4	62.9574217807	148.43641725	25.7263138836	0.465461994463664	2.22557011316537	4.24313663922273	0.927536807900908
ENST00000261597.4	NDC80	18	16	2572984	2616573	1929	6.26488196279e-06	1.55845411919e-05	1.97487950138e-06	78	158	10	74.1638268163	175.60757923	27.9597395328	-0.276153954843411	0.649897561804221	3.36452029048443	0.00148617426184344
ENST00000318388.6	NDUFV2	18	8	9102741	9134277	750	2.55680523615e-06	6.67329111558e-06	6.89154688623e-07	24	88	5	28.1178724838	70.7306788757	10.4875789943	0.481427478909619	-1.00435621851411	1.67854440701206	0.00763022340313864
ENST00000399722.2	RBBP8	18	18	20516814	20606203	2694	8.24936285281e-06	2.28276363863e-05	2.45598741264e-06	115	312	13	98.0602602919	259.104156984	34.1826933155	-1.06049762754296	-1.60731273913032	3.58895327039443	0.000108378971563585
ENST00000598334.1	DTNA	18	18	32335940	32470404	2175	8.80323508751e-06	2.17445223073e-05	2.16191618715e-06	91	196	5	97.9827082947	232.569340653	29.9004510894	0.437319380200476	1.17288900223286	4.51084650527207	0.921398185265569
ENST00000285039.7	MYO5B	18	40	47352840	47721163	5547	2.49727497489e-05	5.97500430413e-05	4.66217120465e-06	303	693	28	292.938099032	681.037106681	67.6876616445	-0.364453011570203	-0.224216472520492	4.77848694733367	5.4231747689238e-10
ENST00000579534.1	POLI	18	10	51795916	51820837	2223	7.59505454972e-06	1.89686472783e-05	1.36170517766e-06	94	244	14	67.7804437925	174.132684364	15.8425939714	-1.9743430343524	-2.58970467056362	0.458570537772878	4.26967456461878e-09
ENST00000348428.3	MALT1	18	17	56338875	56415074	2475	9.68260784989e-06	2.25375733336e-05	2.06326642635e-06	76	147	3	86.3184431782	207.737029389	28.2288861265	0.688512206869023	2.06116553970321	4.70371406119441	0.994144577983795
ENST00000334889.3	RAX	18	3	56936235	56940438	1041	1.2897797881e-05	2.02823869302e-05	6.65514691373e-07	51	78	0	88.4670502515	143.476792452	5.78070258176	2.4694954531987	2.6737024719057	2.3816614178949	0.841214635572597
ENST00000280200.4	CD226	18	6	67531549	67614642	1011	4.12722171827e-06	9.53734371962e-06	6.75528369908e-07	53	108	2	49.276863	110.5746722	10.16845524	-0.328804186084373	0.119760945944313	2.53747719118218	0.505154014855792
ENST00000299543.7	CTDP1	18	13	77439947	77513790	2886	2.44050853749e-05	4.41674757978e-05	2.2004452936e-06	180	297	4	185.248472144	337.784615067	25.5946013437	0.239060201985288	1.08540726212699	4.2282500365495	0.924155318985366
ENST00000329478.2	ADAT3	19	1	1912046	1913150	1104	1.21769882913e-05	2.24134657375e-05	3.89969648154e-07	58	138	4	96.0745323041677	176.594196144579	3.35843741407691	2.40812948138957	1.42052955768083	-0.346784893859644	0.0011796465942971
ENST00000360614.3	LONP1	19	18	5692042	5720143	2880	2.43211942027e-05	4.49247444421e-05	2.28028458442e-06	288	409	2	268.390371899	490.593336933	31.7608449467	-0.742052563842408	1.80181510262646	5.23105102188749	0.999697932788122
ENST00000558518.1	LDLR	19	18	11200224	11241992	2583	1.7592231061e-05	3.24649062648e-05	2.17081878557e-06	183	353	27	205.542885781	373.139335337	31.9510761983	0.97478320604139	0.509947230469854	0.867653984653803	2.59266073718312e-16
ENST00000316448.5	CALR	19	9	13049493	13054727	1254	7.72978560119e-06	1.42636883234e-05	9.20282747283e-07	93	131	1	82.2351489718	150.157393365	12.9812289322	-0.735916753997623	0.764679901473604	3.294072028558	0.93872855492894
ENST00000252818.3	JUND	19	1	18391250	18392294	1044	1.50143312845e-05	2.17252537691e-05	2.7157808369e-07	52	50	0	109.585455995816	158.446223142376	2.24661337749088	3.41024888830199	4.21395500540841	1.48475168451916	0.560887373754993
ENST00000262643.3	CCNE1	19	11	30303462	30314684	1233	6.05194905947e-06	1.30189984415e-05	1.14891804619e-06	65	99	4	65.890779114	135.158226039	16.2396018863	0.0680311180759877	1.52125513934371	3.00863360693191	0.268926805475888
ENST00000378626.4	LGALS7	19	4	39261665	39264132	411	4.13787228775e-06	7.49251599993e-06	3.72175030453e-07	0	2	0	12.935256955	21.1306569743	1.11935765385	2.22965178527517	2.03558808848471	1.0480311633009	0.43376704344564
ENST00000301141.5	CYP2A6	19	9	41349700	41356331	1485	7.88126957601e-06	1.877792489e-05	1.06479272257e-06	85	206	11	93.068298	216.5296711	15.8361919	0.518478346886672	0.350004561129994	1.20383754710383	2.17794878373007e-06
ENST00000334370.4	MEGF8	19	41	42830395	42880927	8337	5.25535460214e-05	0.000114070965665	7.27957061362e-06	500	839	16	497.140945207	1056.77606378	81.4199182771	-0.0794948630219517	3.27668728527049	7.18181726369288	0.973137204425084
ENST00000404338.3	ARHGAP35	19	6	47421932	47503945	4500	1.9534696336e-05	4.59985100554e-05	2.66418446086e-06	220	322	0	220.606049223	517.281954141	32.0116386448	0.0252937608129172	4.1996682350696	5.60458751464621	0.999989834870149
ENST00000301200.2	CDC42EP5	19	1	54976284	54976731	447	7.07330229503e-06	1.07625211141e-05	6.23440914923e-08	17	26	0	34.6360383949096	52.607159494094	0.483878200685982	1.85774636687388	1.79428952231306	0.689061080938012	0.359353006035898
ENST00000217260.4	RSPO4	20	5	940999	982807	705	4.12241811299e-06	9.67163630364e-06	6.71413396351e-07	46	102	6	37.5390317017	86.5175444286	8.08578447494	-0.856107122148195	-0.814149787725705	0.726604401313529	0.000413043495572724
ENST00000262650.6	ITCH	20	24	32981617	33095599	2712	8.67040978873e-06	2.41156224381e-05	3.03192912556e-06	123	158	2	97.4297693656	263.138730728	40.9218882668	-1.60597307398529	3.1702002790455	6.02706379557093	0.999990177147491
ENST00000262878.4	SAMHD1	20	16	35521334	35580046	1881	7.53352995611e-06	1.95527465519e-05	2.38764613429e-06	73	157	14	90.7761710533	224.444778472	33.3136361534	1.15664936176786	2.20196352567422	3.31468807020109	1.50497735378024e-05
ENST00000244043.4	PTGIS	20	10	48124456	48184653	1503	8.47671812592e-06	1.88049674469e-05	1.25687819775e-06	82	211	10	89.6195488864	193.862009833	17.1847344008	0.498973416045863	-0.60204676629643	1.71683686726197	2.42325399858621e-05
ENST00000340309.3	UBE2V1	20	4	48699304	48732112	513	1.8168773505e-06	4.68015470713e-06	5.31774441862e-07	27	33	5	21.4440382937	53.1838870192	7.4707935609	-0.743798496213068	1.35372755357523	0.895452990131302	0.0019545255342164
ENST00000396029.3	ADNP	20	3	49507941	49520533	3309	1.14560225066e-05	2.84562600511e-05	2.00788239113e-06	194	285	1	130.707588754	322.524286444	23.9037207585	-3.43202625636067	1.02199278469401	4.64048129705908	0.9989040999292
ENST00000217086.4	SALL4	20	4	50400803	50418947	3162	1.91140686002e-05	3.70606547342e-05	1.74854987166e-06	221	349	0	216.226591147	418.639001607	21.3007360052	-0.201243929458233	1.66475032025562	4.57179805515423	0.999442034343346
ENST00000395863.3	BMP7	20	7	55746014	55841178	1296	9.6709526744e-06	2.01303577531e-05	9.54741542598e-07	66	114	0	91.5560786744	190.360326717	11.8614352371	1.65577032196937	2.70704772194502	3.41160231987225	0.98128676800379
ENST00000371100.4	GNAS	20	13	57428320	57485884	3114	2.28470193371e-05	4.5304722902e-05	2.12577705869e-06	167	242	1	212.999971087	424.708384642	26.2270282624	1.95396816979501	4.33640218837816	4.87956685372325	0.9995400816303
ENST00000337938.2	EDN3	20	5	57875867	57899514	717	4.14581149715e-06	8.42831295669e-06	5.25077387449e-07	42	99	3	47.7293470801	95.6447629819	7.84504395758	0.5141170957699	-0.1678067733474	1.7135221361936	0.0723949084714923
ENST00000217182.3	EEF1A2	20	7	62119650	62129116	1392	1.28527593615e-05	2.2648754258e-05	8.04268612353e-07	103	29	0	120.523230823	211.373989281	10.077745175	0.989526719339557	6.13555082749992	3.14464397364548	0.96413145424868
ENST00000334352.4	USP16	21	17	30400234	30426508	2472	7.738400883e-06	1.99071131427e-05	1.84097800957e-06	86	254	9	92.4911053627	226.548264285	27.23243683	0.418425785603912	-0.892083129843919	3.46091665673039	0.00586486313268796
ENST00000399784.2	MRAP	21	3	33671282	33684307	519	3.08629357396e-06	5.49311373389e-06	5.47047873046e-07	37	71	4	35.4959080069	62.2741892338	7.25143426228	-0.156507130710867	-0.540839303765258	1.19605917580359	0.0106384158711261
